trigram,trigram_frequency
ترے ضمیر پہ,1
تسلیم و بدا,1
تسکینِ اضطراب تو,1
تصویر کا کاؤ,1
تسکیں ہو کشتۂ,1
تصویر نہیں حسرتِ,1
تصویر بہتر ہے,1
تصوّف یہ ترا,1
تصوّرِ جاناں کیے,1
تصوف یہ ترا,1
تصور نقشِ حیرت,1
تصور سے نغمہ,1
تصدیق اگر ہو,1
تشکیل پاتی ہیں,1
تشنۂ خوں ہے,1
تشنۂ آزار تسلی,1
تشنہٴ فریاد آیا,1
تشنہ لبی ہے,1
تشنہ لبِ کربلا,1
تشنگی ممکن نہیں,1
جام آ گیا,1
جام آتی نہیں,1
جام آیا دیا,1
حیراں ہوں دل,1
حیرتِ دل ہے,1
حیرت ہے پرِ,1
حیرت کبھی مستی,1
حیرت سے نفس,1
حیرت خط رخ,1
حیرت تماشا کیجیۓ,1
حیراں ہوں پھر,1
حیراں سمجھا عجزسے,1
خاطرِ آگاہ ہے,1
حیرانئ دل کا,1
حیثء قوم کچھ,1
حیات ہے پرسوز,1
حیات وصالِ لالہ,1
حیات و بندِ,1
حیات بے شرف,1
حکیم سربجیب ایک,1
حیرتِ نقش پا,1
حیف کہ اتنا,1
حیلہ گر جو,1
خار بھی نہیں,1
خاطر مت پوچھ,1
خاطر رہا افسردگی,1
خاص سے غالبؔ,1
خاشاک کے تودے,1
خاشاک مشکل ہے,1
خاشاک سے کس,1
خاشاک زمانہ عقل,1
خاشاک اس خاک,1
خارِ خشک کو,1
خارِ جستجو مدعا,1
خاراشگافوں سے تقاضا,1
خارا رہے ہیں,1
خار گلو بنا,1
خار کے پاس,1
خار پہ ہم,1
حکومت میں غلامی,1
حکمت کدوں سےعلم,1
حکم نیا ہوتا,1
حنائی دیکھ کر,1
حنا بندی یوم,1
حنا بلند مدعی,1
حمد و ثنا,1
حمد باری کو,1
حلقۂ صد کام,1
حلقۂ درویشاں وہ,1
حلقہ یاں زنجیر,1
حلقہ ہوں ز,1
حلقہ دام خیال,1
حلبی ہے سیہ,1
حلاج کی سولی,1
حقیقت میں ہے,1
حقیقت منتظر نظر,1
حقیقت غالب مگر,1
حقیقت سے بعد,1
حنا خون وفا,1
حوادث مکتب لطمۂ,1
حکم سفر دیا,1
حوادث کا یہ,1
حکم حضوری پر,1
حکایت سوز میں,1
حِکمت فلسفہ و,1
حُسنِ صبر کی,1
حَلِ معماے آگہی,1
حوصلے ہیں زیاد,1
حوصلہ پیدا اب,1
حوصلہ نہیں باقی,1
حوریں چاک گل,1
حوریں اگر واں,1
حوریان فرنگی دل,1
حورو پری نے,1
حور نہیں ظلم,1
حور تھا یہ,1
حوالے سے اقبال,1
خاطرِ آزردگاں فلکِ,1
خالِ کنجِ دہن,1
خاک کہ پروائے,1
خاک بازی امید,1
خاک سے پوچھوں,1
خاک سے رکھتا,1
خاک ساتھ سونے,1
خاک راہ بھی,1
خاک دست و,1
خاک بیاباں خوش,1
خاک بازی کا,1
خاک ایسی زندگی,1
خالی خطا کس,1
خانے یہاں ساقی,1
خانے کا وہ,1
خانے میں فقط,1
خانے سے امید,1
خانۂ یورپ کے,1
خانۂ فرنگ آباد,1
خانۂ بیدادِ کاوشہائے,1
خاک شوق دیدار,1
خاک مدینہ و,1
خاک میں مل,1
خاک میں ملکر,1
خاک کہ جبریل,1
خاک کہ ایک,1
خاک کو اَبرِ,1
خاک کو اللہ,1
خاک پہ دریا,1
خاک وہ خاک,1
خاک نہیں یہ,1
خاک نہیں ہوا,1
خاک نہیں ہمارے,1
خاک نہیں مگر,1
خاک نہیں سوائے,1
خاک نہیں خیالِ,1
خاک نہیں حیراں,1
خاک نہیں بھلا,1
خاک میں کیا,1
خانۂ آگہی خراب,1
خانۂ آئینۂ دل,1
خانہ ہیں مدت,1
خامہ بے دل,1
خاموشی یہ بات,1
خاموش کے مانند,1
خاموش کی مانند,1
خاموش میں بندۂ,1
خامشی گونجی گویا,1
خامشی کو ہے,1
خامشی میں بھی,1
خامشی سے فائدہ,1
خامسِ آلِ عبا,1
خالی ہے صدف,1
خالی ہاتھ کسی,1
خالی ہاتھ لوٹ,1
خالی قفَسِ مُرغِ,1
خالی سبو کریں,1
خالی رہ گیا,1
خاموشیوں میں لرزاں,1
خامہ مژگاں بہ,1
خانہ ہم سے,1
خانقاہ جات مٹا,1
خانہ کے دیوار,1
خانہ کا دروازہ,1
خانہ ویراں سازئ,1
خانہ ویرانی کو,1
خانہ ویرانی کفِ,1
خانہ وادی جوہر,1
خانہ خرابی دیکھنا,1
خانہ خراب کو,1
خانہ خراب پیشوا,1
خانہ آبادی نے,1
خانماں خراب آئے,1
خانمانِ جبریانِ غافل,1
خانمان عاشقاں دکان,1
خانقہی فقیہ شہر,1
خانقاہ ہو آزاد,1
حقِ صحبتِ اہلِ,1
حق ہیں مگر,1
حق ہوں بندگیِ,1
حجاج کے اکثر,1
حجرۂ صوفی میں,1
حجرہ ہے یوسف,1
حجت ہے کہ,1
حجت ہے نکتۂ,1
حجازی کا حدیث,1
حجاز سے گزرپارس,1
حجاز سے گزر,1
حجابی کوئی بات,1
حق ياد رکھ,1
حجابِ پاس وضع,1
حجاب کے ساتھ,1
حجاب کہ ہیں,1
حجاب پاس وضع,1
حجاب ناز کو,1
حجاب میں یا,1
حجاب میں حسن,1
حد ادراک سے,1
حد چاہیے سزا,1
حدیث بادہ و,1
حدیث بے خبراں,1
حرم کو اے,1
حرم کا غلاف,1
حرم میں ہے,1
حرم اے وائے,1
حرف کہ کشتنی,1
حرف پہ تو,1
حرف مکرر نہیں,1
حرف لا الٰہ,1
حرف شیریں ترجماں,1
حرف شناسائی کا,1
حرص و ہوا,1
حر کی آنکھ,1
حدیثِ زلفِ عنبر,1
حدیث گداز میں,1
حدیث کوئے ملامت,1
حجاب میں آرایش,1
حجاب بہشت مغربیاں,1
حجاب آخر احوال,1
حال اس انداز,1
حاضر ہے مے,1
حاضر ہیں کلیسا,1
حاضر ہوں مدد,1
حاضر کی کائنات,1
حاصلی سے خراج,1
حاصل کنارے نگاھیں,1
حاصل کا بقدرِ,1
حاصل کا بقدر,1
حاصل نہیں رہا,1
حاصل نہیں بے,1
حاصل نہ کیجے,1
حاصل سوائے حسرتِ,1
حاسد وام لے,1
حاجت گلگونہ فروش,1
حاجت رفو کیا,1
حال آنکہ طاقتِ,1
حال دل نہیں,1
حبابِ موجہٴ رفتار,1
حال سب ان,1
حباب کے ساتھ,1
حباب میں شرم,1
حباب موجۂ رفتار,1
حاملِ رازِ نہانِ,1
حالِ وفا جانتا,1
حالت نہیں بدلی,1
حالات ھے معذور,1
حالات کے بدلنے,1
حال ہے میرا,1
حال ہے اذیت,1
حال ہو غالب,1
حال ھے خوش,1
حال کھلتا نہیں,1
حال نامہ لاتا,1
حال میں میرا,1
حرم کے ہاتھ,1
حرم ہے جو,1
حریف دم افعی,1
حسینِ علی پیشوا,1
حسین خاں کے,1
حسین بلند بہ,1
حسین ابنِ علی,1
حسود تھا آشفتگی,1
حسنِ ظن رہ,1
حسنِ طلب اے,1
حسن کے بعد,1
حسن کی مستی,1
حسن کب تلک,1
حسن پہ مغرور,1
حسن و زیبائی,1
حسن میں رہیں,1
حسن میں حسن,1
حسن معنی کو,1
حسن مرہون جوش,1
حسین کرے جو,1
حشر پاداشِ عمل,1
حسن عمل کا,1
حشر کیا ہوگا,1
حق نے ابلۂ,1
حق میں اسرافیل,1
حق سے یہی,1
حق دیکھ کہ,1
حق تو یوں,1
حق بین و,1
حق اندیش خاشاک,1
حق ادا نہ,1
حضوری پر ہم,1
حضور یار ہوئی,1
حضور میں تو,1
حضور میں آرہوں,1
حضور حق میں,1
حضور ازل سے,1
حضرت یزداں میں,1
حسن غیر از,1
حسن عالم گیر,1
حریف دم عیسی,1
حسرت نے لا,1
حسرت دیدار سے,1
حسرت اے ذوقِ,1
حسرت انسان پر,1
حسرت اظہار کا,1
حسد سے دل,1
حسابِ سوز ناکیہائے,1
حساب میں ہے,1
حساب خوں بہا,1
حساب خون جگر,1
حساب جب مرا,1
حساب آج چکا,1
حساب آج تم,1
حساب آئے نہ,1
حریفِ منتِ دستار,1
حریفاں ہے وگرنہ,1
حسرت نہیں جاتی,1
حسرت پرست کو,1
حسن ظن رہ,1
حسرت کشوں کو,1
حسن جو نہ,1
حسن بےمثال اور,1
حسن بھی ہو,1
حسن اگر موقوفِ,1
حسن اور حسن,1
حسرتیں جو خوں,1
حسرتِ ہستی لئے,1
حسرتِ پروانہ کا,1
حسرتِ لذّتِ آزار,1
حسرتِ دیدار کر,1
حسرتِ دل چاہیے,1
حسرتِ دل زندگی,1
حسرتِ حاصل نہیں,1
حسرتِ تعمیر گھر,1
حسرت ہا چہ,1
خاک کہ صحرا,1
خاک کہ ہے,1
جام ارغواں کی,1
خمِ دستِ نوازش,1
خندۂ گل تنگ,1
خندہ ھائے گل,1
خندہ وا پایا,1
خنجر آزما نہ,1
خمیازۂ ساغر ہے,1
خمیازہ یک درازی,1
خمِ ہستی نہ,1
خموشی میں نہاں,1
خواب کے ساتھ,1
خموش میں نے,1
خموش بیٹھیے اس,1
خمارِ رسوم و,1
خمارِ تشنہ کامی,1
خمار تھا صبح,1
خمار تشنہ کامی,1
خم ہے زلف,1
خندۂ احباب بخیہ,1
خو مجھے یہ,1
خو نہ چھوڑیں,1
خو کیا ہے,1
خواب کیا قافلہِ,1
خواب کی مضمر,1
خواب میں ہنوز,1
خواب میں غالبؔ,1
خواب میں تسکینِ,1
خواب میں بھی,1
خواب میں آیا,1
خواب میں آ,1
خواب عدم شور,1
خواب ذلیخا کامجھے,1
خواب تو دے,1
خواب اسدؔ شوخیِ,1
خواب ء قائد,1
خو ہوگا نبضِ,1
خو کے در,1
خم کا پیچ,1
خم نکلے مگر,1
خم میرا اسدؔ,1
خلد سے آدم,1
خلد امیدوار گہہ,1
خلاف تڑپ رہا,1
خفتہ در بطحا,1
خفائی غالبؔ میرے,1
خفا نہ ہوا,1
خفا مجھ پر,1
خفا مجھ سے,1
خفا اور سہی,1
خطیب اگرچہ میرے,1
خطِ عجز مَاو,1
خطِ رخسارِ دوست,1
خطِ جامِ مے,1
خطرات لاحق اتباع,1
خطر پسند طبیعت,1
خطر اس ہاتھ,1
خلد بھی باغ,1
خلد میں گر,1
خم بھی دیکھ,1
خلد میں ہم,1
خلیق علاج ضعف,1
خلوص نیت کی,1
خلوت ہی کیوں,1
خلوت کی گھڑی,1
خلوت و محفل,1
خلوت و جلوت,1
خلل ہے دماغ,1
خلق کو بھی,1
خلق بنی جس,1
خلق اے خضر,1
خلعت ہے یہ,1
خلشِ خار بھی,1
خلش پیکاں آسودگئ,1
خلش نے پھر,1
خلد کا اک,1
خواب کیساتھ دوست,1
خوابوں کی جو,1
خاک ہو جائیں,1
خود پر اتنا,1
خودی سے اس,1
خودہی لوٹ آتے,1
خودوں کے طاق,1
خودبین و خود,1
خود ھے وہ,1
خود پرستی ہے,1
خود پر ناز,1
خود معاملہ قد,1
خوابِ سبزۂ بیگانہ,1
خود لعنت بھیجتا,1
خود غلطیہائے عزیزاں,1
خود رفتگی سے,1
خود را وہ,1
خود بینیٔ حسن,1
خود بینی تماشائی,1
خود بخود کرتی,1
خودی میں ڈوب,1
خودی کا انوکھا,1
خودی کو کھو,1
خودی کی موت,1
خوش ہوتے ہیں,1
خوش ھوں کہ,1
خوش کہ محوِ,1
خوش کبھی لطف,1
خوش پر زنانِ,1
خوش رہا یاں,1
خوش جب ہو,1
خوش اس سے,1
خوش آہنگ دنیا,1
خوش آ گئی,1
خورِ محفل نہیں,1
خورشید عالم شبنمستاں,1
خورسند ہر حال,1
خوردنِ بزمِ سرور,1
خور سے ہے,1
خود بخود میرے,1
خود اک محشرِ,1
خود آشکار ہو,1
خواہ اہلِ بزم,1
خواں ہے پرسوز,1
خوانیِ شمع غم,1
خواری ہائے ہائے,1
خواری کو بھی,1
خوارِ دوست تاکہ,1
خوار ہیں مردان,1
خوار ہوتا کوئی,1
خوار ہوتا دل,1
خوار ہو دو,1
خوار جان دردمند,1
خواجگی کہ جنھیں,1
خوابیدہ نہ بیدار,1
خوابیدہ تھی گردن,1
خوابِ گرانِ خسروِ,1
خوابِ ناز بود,1
خواھش یا رب,1
خواہ تسکیں ہو,1
خود آرا ہوں,1
خواہ جلوہ کو,1
خوبیِ تیغِ ادا,1
خوبصورت کلام نو,1
خوبصورت نظم اس,1
خوبرویوں نے بنایا,1
خوباں ہوں خمِ,1
خوب ہے لیکن,1
خوب ہم کو,1
خوب نباہی اس,1
خوب شاعری کا,1
خوب تھا وہ,1
خواہشیں ایسی کہ,1
خواہشِ دل ہے,1
خواہش کو احمقوں,1
خواہش پہ دم,1
خواہ لب بے,1
خطاوار ہیں کہ,1
خطاب آخر اٹھتے,1
خطا کہیں اُس,1
خدا پرست جاؤ,1
خدا کہ یوں,1
خدا کوئی دیوار,1
خدا کو مان,1
خدا کرے پر,1
خدا کا شکر,1
خدا کا بندہ,1
خدا پرست جاؤ,1
خدا نے ھدایت,1
خطا کس کی,1
خدا نے وہ,1
خدا نے آج,1
خدا نہ ہوا,1
خدا نخواستہ وہ,1
خدا مست نہ,1
خدا لیکن اب,1
خدا لڑتے ہیں,1
خدا کہیں اُس,1
خدا کی دین,1
خدا کی راہ,1
خدا کی یاد,1
خداوندی تیرے آزاد,1
خداوندگار بندوں کا,1
خداوندان مکتب سے,1
خداوند ہی کہلاؤ,1
خداوند کیا کہیں,1
خداوند تو برگ,1
خدائیاں کیا کیا,1
خدائی کیوں ہے,1
خدائی میں مہاجن,1
خدائی تھی جان,1
خدا یعنی پدر,1
خدا گیا وہ,1
خدا کے پاک,1
خدا کیسا ہو,1
خدا کیا ہے,1
خدا شرمائے ہاتھوں,1
خدا سے نومیدی,1
خدا سے مانگ,1
خبر گرم ان,1
خبر کو میں,1
خبر کرو جو,1
خبر نہیں روش,1
خبر مے کشوں,1
خبر لیکن آنکھیں,1
خبر سوتا رہا,1
خاں کے لیے,1
خاکی ہوں مگر,1
خاکی کے منتظر,1
خاکی زیاں تیرا,1
خاکِ گلشن شکلِ,1
خاکِ فرصت برسرِ,1
خاک یہ صرصر,1
خاک ہوا ہے,1
خاک ہوئے وہ,1
خبر کہ جنوں,1
خبر ہوتے تک,1
خدا رہنما کہیں,1
خبر ہے کہ,1
خدا رکھتے تھے,1
خدا رحمت کہ,1
خدا تھا نہ,1
خدا ایسے نہیں,1
خدا اور سہی,1
خدا افسونِ انتظار,1
خدا آج ذکر,1
خجلتِ تقصیر نہیں,1
خجلت ہوں رشک,1
خجل ہے تماشا,1
خجالت ہی کیوں,1
ختم کرو یہ,1
ختم عہدِ ہجر,1
ختم الرسل مولائے,1
خبراں ہے تو,1
خدایا آرزوئے دوست,1
خدایا ھو پہچاں,1
خدایا یہ کس,1
خسرو شیریں دہناں,1
خستہ کے کلام,1
خستہ تن کے,1
خستگی کی داد,1
خست شراب میں,1
خس ہوں تو,1
خس سے تپشِ,1
خس آشیاں کے,1
خزینءگراں مٹانے نہ,1
خزف تو تو,1
خزاں تجھ سے,1
خزاں ایسی ٹھہری,1
خزانیِ شمع جلے,1
خرے چند حاضر,1
خریص زیادہ لبِ,1
خریرِ شرر بافِ,1
خستۂ تیغ ستم,1
خسرو کیا خوب,1
خروش ہو تو,1
خسروؔ جگنو کی,1
خطا نہیں ہے,1
خطا سے عتاب,1
خط کو کہ,1
خط سے ہوا,1
خط سبز ہے,1
خط رخ یار,1
خط تو ہم,1
خضر نہ تم,1
خضر صحراۓ سخن,1
خصم خوں بہا,1
خشک کو بھی,1
خشت پشت دست,1
خسروی کیسی کہو,1
خسروِ پرویز ہے,1
خسروِ شیریں سخن,1
خرید سکتے ہیں,1
خرمن کو وفاداری,1
خر دماغی ہائے,1
خراج کو میری,1
خرابی کی ہیولیٰ,1
خرابی کہ وہ,1
خرابی میں پہ,1
خرابی دیکھنا غیر,1
خرابہ فرشتے نہ,1
خرابہ شاید کوئی,1
خرابات چاہیے بھَوں,1
خراب ہیں مے,1
خراب کو ترے,1
خراب پیشوا لینے,1
خراب وہ سجدہ,1
خراب دل نہ,1
خراب جب ہوئے,1
خراب تو دے,1
خراب آئے اس,1
خراج دِیہ ویراں,1
خراج کی جو,1
خرمن کا ہے,1
خرام تجھ سے,1
خرمن سعی سپند,1
خرمن جلے اگر,1
خرم کیا چھینے,1
خرشید دیدہ ہوں,1
خردمندوں سے کيا,1
خرد کے روبرو,1
خرد کا مقام,1
خرد کا معاملہ,1
خرد شکار کر,1
خرد را او,1
خرامِ ناز آ,1
خرامِ او سیمائے,1
خرام و درِ,1
خرام ناز برق,1
خرام رخ پہ,1
حاجات چاہیے عاشق,1
حائل نہیں رہا,1
حائل تو چڑھتے,1
جس کا جنوں,1
جس کو عشق,1
جس کو سمجھتے,1
جس کو دل,1
جس کو خیال,1
جس کافر پہ,1
جس کا نہ,1
جس کا دیوان,1
جس کا تخلص,1
جستجو کیا ہے,1
جس پہ کل,1
جس پڑھنے کے,1
جس نے ہمیں,1
جس نے پہاڑوں,1
جس نے غبار,1
جس نے دنیا,1
جس نے خونچکاں,1
جس کو نہ,1
جس کو ہم,1
جس کی تمنا,1
جس کی دید,1
جستجو کر تاروں,1
جستجو میں پھرا,1
جستجو مدعا گم,1
جستجو مانندِ موجِ,1
جستجو غالب نماز,1
جسارت درد مِنت,1
جس کے ہاتھ,1
جس کے گریباں,1
جس کے نام,1
جس کے ماتمیوں,1
جس کے سامنے,1
جس کے رگ,1
جس کے دشمن,1
جس کے بازو,1
جس کے آستاں,1
جس نے اپنی,1
جس میں وہ,1
جس میں نہ,1
جس خاک میں,1
جس بزم میں,1
جس باغ رضواں,1
جزقیس اور کوئی,1
جزا ہے تو,1
جزا گیا جو,1
جزا کہیں اُس,1
جزا زیاد نہیں,1
جزا ایسے نہیں,1
جز وہم نہیں,1
جز نشتر نہیں,1
جز نام نہیں,1
جز مرگ علاج,1
جز شعلہ پیمائی,1
جز دو حرف,1
جز دمِ شمشیر,1
جس خار پہ,1
جس در ناب,1
جس میں اخلاص,1
جس دشت میں,1
جس قدر ڈھونڈا,1
جس قدر جگر,1
جس فلک پہ,1
جس فقر کی,1
جس طرف وا,1
جس شہہ کے,1
جس سے ہوتے,1
جس سے کیا,1
جس سے کرے,1
جس سے کانپ,1
جس سے نگہ,1
جس سے قبا,1
جس سے بات,1
جس رزق سے,1
جس دم تو,1
جستجو کرتا رہا,1
جستجوۓ فرصتِ ربطِ,1
جینے کے ہاتھوں,1
جلوت میں بار,1
جلوہ گری میں,1
جلوہ گري کس,1
جلوہ کو زندان,1
جلوہ فرما ہے,1
جلوہ عرض کر,1
جلوہ ریـزئ باد,1
جلوت کی گھڑی,1
جلو گاہِ گل,1
جسم جہاں دل,1
جلنے لگے محفل,1
جلدی پڑھتے ہیں,1
جلدی غالبؔ شہرۂ,1
جلتے بجھتے شرارے,1
جلتی ہے سحر,1
جلتی ہوئی گاہ,1
جلتا ہوا دیا,1
جلوہ گل آگے,1
جلوہ ہائے پا,1
جلوۂ مژگان حور,1
جلوۂ تمثال کے,1
جمائے رکھ غالب,1
جم ہیں ہم,1
جم و کیخسرو,1
جم نکلے ہوئی,1
جلے ہے دیکھ,1
جلے اگر نہ,1
جلوے نے کرے,1
جلوۂ گل سے,1
جلوۂ گل رہگزر,1
جلوۂ گل آگے,1
جلوۂ سرشار ہے,1
جلوۂ زخم آشکار,1
جلوۂ دیدارِ دوست,1
جلوۂ دانش فرنگ,1
جلوۂ تیرنگِ اعتبار,1
جلا ہے جسم,1
جلا اسدؔ فتنہ,1
جل گیا ہے,1
جفا بھی آپ,1
جسے ھے چشم,1
جسے کام نگہبانئ,1
جسے پھونکا ھےکس,1
جسے نصیب نہیں,1
جسے منزلوں سے,1
جسے مالی نے,1
جسے غالب برا,1
جسے سر پر,1
جسے زیبا کہیں,1
جسے رکھنا ہے,1
جسے دستک کی,1
جسے درکار ھے,1
جسے ایسا کہاں,1
جسے اعتقاد کافر,1
جسے اسد بہار,1
جسے ہم رشک,1
جفا سائل نے,1
جل گیا ہوگا,1
جفا شکوۂ بیداد,1
جل گیا کہتے,1
جل گیا شمع,1
جل گیا دود,1
جل گیا خانمان,1
جل گیا جزقیس,1
جل گیا تا,1
جل گیا آتشِ,1
جل گیا آتش,1
جل رہی ہے,1
جل اٹھے بزم,1
جفاکش کے لیے,1
جفاخو بھی کیا,1
جفا کہیں اُس,1
جفا مجھ پہ,1
جفا طلبی کو,1
جز بہرِ دست,1
جرم کس کا,1
جرم خانہ خراب,1
جانی سے نگاہ,1
جانے کسی کے,1
جانے کس پر,1
جانیے یار کس,1
جانیہائے تنہائی نہ,1
جانیں میرے شیون,1
جانی ہائے تنہائی,1
جانی نہیں تو,1
جانگداز تو غمخوار,1
جرعہ بھی نہیں,1
جانِ درد مند,1
جانوں کہ ہے,1
جانوں نیک ہوں,1
جانتے ہیں کل,1
جانتے وفا کیا,1
جانتے مجھے لعل,1
جانتا ہوں مآل,1
جاودانیِ شمع ہوئی,1
جاوداں کے لیے,1
جاؤ وہ بے,1
جاوگے غالبؔ شرم,1
جاں کا ہر,1
جاں کئے ہوے,1
جاں نزرِ دل,1
جاں فزا ہے,1
جاں عدو کریں,1
جاں سے گزر,1
جاں ستاں ناوکِ,1
جاں ستاں ناوک,1
جاں دادۂ ہوائے,1
جاں بخشی ستم,1
جاگے ہیں خواب,1
جاگنے کو ملا,1
جاوے کفِ ہر,1
جاوے مجھ سا,1
جاوید گوارا رہیو,1
جانتا ہوں جماعت,1
جانتا ہوں ثوابِ,1
جانتا ہوں ثواب,1
جان و دل,1
جان دی دی,1
جان دردمند آیا,1
جان جہاں غماز,1
جان جھوٹ جانا,1
جان جُھوٹ جانا,1
جان جائے تو,1
جان تم پر,1
جان بھی آجاۓ,1
جامِ ہر ذرّہ,1
جامِ مے سراسر,1
جامِ لب ریزِ,1
جام کس دل,1
جام جم نکلے,1
جام بھرنے لگے,1
جام بھر کے,1
جان ناف زمین,1
جان پر وہ,1
جانتا ھے آزری,1
جان پڑ گئی,1
جانتا نہیں ہوں,1
جانتا نہ تیری,1
جانتا دعا کیا,1
جانتا اگر تو,1
جانب تری زیبائی,1
جاناں کے دامن,1
جاناں کیے ہوئے,1
جاناں کئے ہوئے,1
جانانہ لیے مستیٔ,1
جانا کہ وہ,1
جانا پڑا رقیب,1
جان کے کیوں,1
جان کس کو,1
جان کر کرینگے,1
جان پڑوں کوہکن,1
جاں کیوں نکلنے,1
جاں کیے ہوئے,1
جاں کے لیے,1
جدا جدا ہر,1
جدا تھے ہم,1
جدا اقبال کا,1
جحیم بیم ناک,1
جتنے عرصے میں,1
جتنی ضرورت ہو,1
جتنی دعائیں صرفِ,1
جتنا کہ وہمِ,1
جبیں پہ سر,1
جبیں سے غمِ,1
جبیں خاک پہ,1
جبینِ سجدہ فشاں,1
جبین نیاز میں,1
جبریل کی ہے,1
جبریل میرے جذب,1
جبریل بھی قرآن,1
جدا جدا اقبال,1
جدا ہر رنگ,1
جب یار ہمارا,1
جدائیاں کیا کیا,1
جرس ناقوس و,1
جراحتِ دل کو,1
جراحت پر کیا,1
جرأت ہوئی کیوں,1
جرأت فریاد کہاں,1
جذبۂ بے اختیار,1
جذبہٴ بے اختیارِ,1
جذبہ ِ دل,1
جذبِ دل کا,1
جذبات سے واقف,1
جذب و مستی,1
جذب نہیں بیباک,1
جذب مسلمانی ہے,1
جذب مسلمانی نے,1
جذب مسلمانی سر,1
جبریانِ غافل از,1
جب ہوئے ہم,1
جاں ہو گئیں,1
جب سر پھوڑنا,1
جب دل میں,1
جب خنجر آزما,1
جب تک نہ,1
جب تک بے,1
جب تم تو,1
جب بھی ہم,1
جب بھی دینگے,1
جب بولنا نہ,1
جب اس شکل,1
جب آنکھ ہی,1
جب آنکھ کھل,1
جایے دہن اس,1
جایا نہیں کرتے,1
جاہ سے نسبت,1
جاں ہے ادا,1
جب دل ہی,1
جب سے کہ,1
جب ہوئے مدعی,1
جب قضا مجھے,1
جب ہو گئے,1
جب ہو حوادث,1
جب ہم نے,1
جب کہ میں,1
جب کہ تجھ,1
جب کرم رخصتِ,1
جب چھیڑی شوق,1
جب وہ جمالِ,1
جب وہ جمال,1
جب وقت قیام,1
جب میں پینے,1
جب مٹ گئیں,1
جب موسم گل,1
جب مل بیٹھے,1
جب مرا پیش,1
جماعت کا حشر,1
جمال دلفروز صورت,1
جمال سے فارغ,1
جوہر ایجاد خط,1
جوہرِ اندیشہ کی,1
جوہر نے آہن,1
جوہر نہیں آئینۂ,1
جوہر ملکوتی خاکی,1
جوہر غبار تھا,1
جوہر سواد جلوۂ,1
جوہر تیغ آب,1
جوہر اندیشہ کی,1
جو یا مجھے,1
جوں چراغانِ دوالی,1
جوں موئے سرِ,1
جوں غنچہ و,1
جوں شمعِ بہرِ,1
جوں زنجیر یک,1
جوڑ نہ پیمانے,1
جوچلا گیا مجھے,1
جوہرِ ایماں حسین,1
جوہرِ تیغِ قضا,1
جوے خوں میں,1
جُز حسنِ طلب,1
جگر کو میں,1
جگر چاہیئے شاہیں,1
جگر ودیعت مژگان,1
جگر نہ کر,1
جگر میں خاک,1
جگر لخت لخت,1
جگر سو جگر,1
جگر خوں ہو,1
جگر تشنہٴ فریاد,1
جگایا ہے مجھے,1
جگانے کا جادو,1
جگ ہنسائیاں کیا,1
جچا ہی نہیں,1
جُھوٹ جانا کہ,1
جُوئے خُوں ہم,1
جومقام ہی گِرادے,1
جولاں گہ طوطی,1
جولاں تھا ہوا,1
جواپنے ہوتے ہیں,1
جوار اپنا ستارے,1
جوابا قدر جو,1
جواب یاد تھیں,1
جواب کے ساتھ,1
جواب تو دے,1
جواب آخر کرتے,1
جواب آئے فیضؔ,1
جوئےشِیر کا جذبہٴ,1
جوئے شیر کا,1
جوئے خوں آنکھوں,1
جوئے آب چہ,1
جوئیِ اغیار ہے,1
جو یہ کہے,1
جو یار نے,1
جو یاد بھی,1
جوانوں کو ان,1
جواں یہ سرور,1
جولاں بھی نہنگوں,1
جواہر کے جگر,1
جوشِ گل بہار,1
جوشِ فریاد سے,1
جوشِ عشق بادۂ,1
جوشِ طرب سے,1
جوشِ سودا کب,1
جوشِ جنونِ عشق,1
جوشِ تشنہ لبی,1
جوشِ بے تابی,1
جوش جنوں میں,1
جوش بادۂ ناز,1
جوش بادہ سے,1
جور و ستم,1
جودی تھی یہ,1
جواہرِ طُرفِ کلہ,1
جواہرِ طرفِ کُلہ,1
جگر کیا ہم,1
جگر ہوتے تک,1
جگر ہے علم,1
جی سے پسند,1
جہت یک عرصہ,1
جہت در آئینہ,1
جہاں یہ حال,1
جہاں ہو رخ,1
جہاں گھات میں,1
جہاں گل تختۂ,1
جہاں کے لیے,1
جہاں کیوں ہو,1
جہاں کو قلندری,1
جہاں کا حساب,1
جہاں پہنچے کامیاب,1
جہاں پہ حرف,1
جہاں ویراں کرے,1
جہاں وہ چاہیئے,1
جہاں میں ہو,1
جی سکتے ہیں,1
جی میں کیا,1
جہاں میں ورقِ,1
جی ڈهونڈتا ہے,1
جینے کی پابندی,1
جینے اور مرنے,1
جیسے ہمیشہ تھے,1
جیسے کوئی غم,1
جیسے کسی گناہ,1
جیسے پیغام دیدار,1
جیسے خوشبوئے زلف,1
جیسی فہم و,1
جیتے ہیں جس,1
جیتا ہے تری,1
جیتا نہیں کرتے,1
جیب کو اب,1
جیب و دامن,1
جیب میں اک,1
جی ڈھونڈتا ہے,1
جہاں میں کشتۂ,1
جہاں میں خدائیاں,1
جگر یوں کوئے,1
جہاں بات بنائے,1
جہان گزراں خوب,1
جہان کے اپنی,1
جہان صوت و,1
جہان دے کے,1
جہان دل میں,1
جہان بے بنیاد,1
جھکتی ہے فغفوری,1
جھکا دیتا تھا,1
